id	title	old_field	label	field	ig_winner	field_num
2725	Diagnose eines initial infratentoriellen primären B-Zell-Lymphoms des ZNS unter prolongierter Kortisonmedikation	neuroscience	0	neuroscience	0	4
2167	Smoking and breast cancer	medicine	0	medicine	0	3
225	Self-inflicted cesarean section with maternal and fetal survival.	medicine	1	medicine	0	3
1431	Let me tell you about bedpans	medicine	1	medicine	0	3
526	Methods of human body odor sampling: the effect of freezing.	medicine	1	medicine	0	3
2453	Fusion and histocompatibility in Rhodophyta	bio_env	0	bio_env	0	1
107	Effect of Ale Garlic and Soured Cream on the Appetite of Leeches.	psychology	1	neuroscience	1	4
2733	Positive and negative subclinical symptoms and MCCB performance in non-psychiatric controls	neuroscience	0	neuroscience	0	4
781	Computing a Ham-Sandwich Cut in Two Dimensions.	mathematics	1	exact_eng	0	2
862	Didgeridoo Playing as Alternative Treatmentfor Obstructive Sleep Apnoea Syndrome: Randomised Controlled Trial	humanities	1	medicine	0	3
43	The Effects of Pre-Existing Inappropriate Highlighting on Reading Comprehension.	psychology	1	neuroscience	1	4
3078	"Computer Anxiety: ""Trait"" or ""State""?"	neuroscience	0	neuroscience	0	4
151	A Novel Non-Invasive Tool for Disease Surveillance of Free-Ranging Whales and Its Relevance to Conservation Programs	medicine	1	medicine	1	3
2749	Distinct Roles for Secreted Semaphorin Signaling in Spinal Motor Axon Guidance	neuroscience	0	neuroscience	0	4
2888	Cognitive functioning in first-episode schizophrenia: MATRICS Consensus Cognitive Battery (MCCB) Profile of Impairment	neuroscience	0	neuroscience	0	4
1478	Measuring circadian advantage in Major League Baseball: a 10-year retrospective study	psychology	1	neuroscience	0	4
2635	Impact of language proficiency and orthographic transparency on bilingual word reading: An fMRI investigation	neuroscience	0	neuroscience	0	4
864	Positive emotional contagion in a New Zealand parrot.	biology	1	bio_env	0	1
2517	Viewpoint and pose in body-form adaptation.	neuroscience	0	neuroscience	0	4
465	Biting Off More Than You Can Chew: A Forensic Case Report	medicine	1	medicine	0	3
1173	Influence of alignment of the pyramid on its beneficial effects.	medicine	1	medicine	0	3
1912	Diminution in Parietal Cell Number in Experimental Portal Hypertensive Gastropathy	medicine	0	medicine	0	3
2833	Strain differences in seizure-induced cell death following pilocarpine-induced status epilepticus	neuroscience	0	neuroscience	0	4
3073	Functional quantitative susceptibility mapping (fQSM)	neuroscience	0	neuroscience	0	4
3129	Mirror neurons, the representation of word meaning, and the foot of the third left frontal convolution	neuroscience	0	neuroscience	0	4
2193	The year in heart failure.	medicine	0	medicine	0	3
423	Parental Consumption of Nestling Feces: Good Food or Sound economics?	economics	1	neuroscience	0	4
2005	Outcome of cataract surgery by a general medical doctor at district level, Zimbabwe: a retrospective follow-up study	medicine	0	medicine	0	3
2884	Brain pH has a significant impact on human postmortem hippocampal gene expression profiles	neuroscience	0	neuroscience	0	4
1587	Mandibular Angle Augmentation with the Use of Distraction and Homologous Lyophilized Cartilage in a Case of Morphing to Michael Jackson Surgery.	medicine	1	medicine	0	3
1253	Tall Tales of a Tropical Squirrel	biology	1	bio_env	0	1
2292	Father–daughter inbreeding avoidance in a wild primate population	bio_env	0	bio_env	0	1
156	Geometry and Physics of Wrinkling	physics	1	exact_eng	1	2
1503	Juror Deliquency in Criminal Trials in America, 1796-1996	humanities	1	neuroscience	0	4
2865	Behavioral and histopathological consequences of paraquat intoxication in mice: effects of alpha-synuclein over-expression.	neuroscience	0	neuroscience	0	4
1154	I Lost It in the Lights: The Effects of Predictable and Variable Intermittent Vision on Unimanual Catching	psychology	1	neuroscience	0	4
2619	The neural correlates of emotion-based cognitive control in adults with early childhood behavioral inhibition	neuroscience	0	neuroscience	0	4
2738	Lipomatous primitive neuroectodermal tumor with a glioblastoma component: a case report	neuroscience	0	neuroscience	0	4
1756	Better life through medicine—let's leave no one behind	medicine	0	medicine	0	3
1094	Management of rectal foreign bodies.	medicine	1	medicine	0	3
3366	An Improved Distribution Algorithm for Shortest Paths Problem	exact_eng	0	exact_eng	0	2
2564	An empirical, 21st century evaluation of phrenology	neuroscience	0	neuroscience	0	4
2937	Neural Correlates of Foreign-language Learning in Childhood: A 3-Year Longitudinal ERP Study	neuroscience	0	neuroscience	0	4
1500	From Karen to Katie: using baby names to understand cultural evolution.	humanities	1	neuroscience	0	4
397	Oscillation of Human Performance as a Personality Measure.	psychology	1	neuroscience	0	4
2064	Helicobacter pylori infection and peptic ulcer disease in Uzbekistan.	medicine	0	medicine	0	3
517	Optimizing the Sensory Characteristics and Acceptance of Canned Cat Food: Use of a Human Taste Panel.	psychology	1	neuroscience	0	4
1426	My Baby Doesn't Smell as Bad as Yours: The Plasticity of Disgust	psychology	1	neuroscience	0	4
3253	Generalized Homogeneous Multivariate Matrix PadÉ-Type Approximants and PadÉ Approximants	exact_eng	0	exact_eng	0	2
2195	Food safety surveillance and response.	medicine	0	medicine	0	3
21	Response Behaviors of Svalbard Reindeer towards Humans and Humans Disguised as Polar Bears on Edgeoya	biology	1	bio_env	1	1
1118	The Case of the Burly Wee Man	medicine	1	medicine	0	3
59	On the Rheology of Cats	physics	1	exact_eng	1	2
227	New Functions and Applications of Walter, the Sweating Fabric Manikin	cs	1	exact_eng	0	2
1135	The cheater's high: the unexpected affective benefits of unethical behavior.	psychology	1	neuroscience	0	4
1190	Older male vs. younger female: a lawsuit waiting to happen	humanities	1	neuroscience	0	4
2470	Facilitated predation through interaction between life stages in the stinkbug predatorperillus bioculatus (Hemiptera: Pentatomidae)	bio_env	0	bio_env	0	1
3045	Response to Mahroo et al	neuroscience	0	neuroscience	0	4
3033	Moving hands, moving entities	neuroscience	0	neuroscience	0	4
2021	What editors want in an abstract	medicine	0	medicine	0	3
67	A Study on the Coffee Spilling Phenomena in the Low Impulse Regime	physics	1	exact_eng	1	2
1752	New Type of Jejunal Interposition Method after Gastrectomy	medicine	0	medicine	0	3
105	Woodpeckers and Head Injury	biology	1	bio_env	1	1
2535	Saccadic eye movements in schizophrenic patients	neuroscience	0	neuroscience	0	4
1406	A Passion for Castration: Characterizing Men Who Are Fascinated with Castration, but Have Not Been Castrated.	medicine	1	medicine	0	3
3236	New RSFQ circuits (Josephson junction digital devices)	exact_eng	0	exact_eng	0	2
2673	L-dopa responsive parkinsonism secondary to a subdural haematoma	neuroscience	0	neuroscience	0	4
1959	Elevated expression of the interleukin 4 receptor in carcinoma: a target for immunotherapy?	medicine	0	medicine	0	3
3205	Effect of extracellular long-time microperfusion of high concentrations of glutamate and glycine on picrotoxin seizure thresholds in the hippocampus of freely moving rats	neuroscience	0	neuroscience	0	4
1864	The Pedicled Latissimus Dorsi Flap for Shoulder Reconstruction After Sarcoma Resection	medicine	0	medicine	0	3
2940	Mood induction effects on motor sequence learning and stop signal reaction time	neuroscience	0	neuroscience	0	4
3075	Neurosteroids and brain sexual differentiation	neuroscience	0	neuroscience	0	4
2461	Hybridization, introgression, and linkage evolution	bio_env	0	bio_env	0	1
815	Analysis of Chewing Sounds for Dietary Monitoring.	medicine	1	medicine	0	3
4	The Effect of Country Music on Suicide	psychology	1	neuroscience	1	4
1813	Rectosigmoidal colitis in common variable immunodeficiency disease	medicine	0	medicine	0	3
201	Chariots of the Gods	humanities	1	neuroscience	1	4
315	Imaginary figures of early childhood: santa claus, easter bunny, and the tooth fairy	psychology	1	neuroscience	0	4
2933	Neuronal serine racemase regulates extracellular d-serine levels in the adult mouse hippocampus	neuroscience	0	neuroscience	0	4
2258	Seasonal variation in phytoplankton composition and physical-chemical features of the shallow Lake Doïrani, Macedonia, Greece	bio_env	0	bio_env	0	1
323	The Effect of Touch on Tipping: An Evaluation in a French Bar.	psychology	1	neuroscience	0	4
482	How to commit a perfect murder	humanities	1	neuroscience	0	4
681	A new galloping gait in an insect.	biology	1	bio_env	0	1
1911	Screening for aortic injury with chest radiography and clinical factors	medicine	0	medicine	0	3
748	Electric Field Effect in Atomically Thin Carbon Films	humanities	1	exact_eng	0	2
1177	50-kHz chirping (laughter?) in response to conditioned and unconditioned tickle-induced reward in rats: effects of social housing and genetic variables	psychology	1	neuroscience	0	4
415	Panti-Girdle Syndrome	medicine	1	medicine	0	3
1251	On what I do not understand (and have something to say)	mathematics	1	exact_eng	0	2
2502	Three-dimensional shape from second-order orientation flows	neuroscience	0	neuroscience	0	4
3269	A Fast-Transient Low-Dropout Regulator With Load-Tracking Impedance Adjustment and Loop-Gain Boosting Technique	exact_eng	0	exact_eng	0	2
2822	Two subgroups of schizophrenia identified by systematic cognitive neuropsychiatric mapping	neuroscience	0	neuroscience	0	4
293	Some Useful Morphologic Factors in Racial Anatomy	biology	1	bio_env	0	1
843	Lost Luggage: A Field Study of Emotion-Antecedent Appraisal	psychology	1	neuroscience	0	4
2714	Electrophysiological evidence that early glaucoma affects foveal vision	neuroscience	0	neuroscience	0	4
3018	Triptans: actions and reactions.	neuroscience	0	neuroscience	0	4
2358	The comet assay: a heavenly method!	bio_env	0	bio_env	0	1
2110	Impact of race, age, and socioeconomic status on participation in pancreatic cancer clinical trials.	medicine	0	medicine	0	3
793	An unresponsive biochemistry professor in the bathtub	physics	1	exact_eng	0	2
1833	Early detection of melanoma: reviewing the ABCDEs.	medicine	0	medicine	0	3
851	When baby's mother is also grandma-and sister	humanities	1	neuroscience	0	4
503	The Bearded Airway.	medicine	1	medicine	0	3
3052	Evaluating New Pharmacotherapies for Schizophrenia	neuroscience	0	neuroscience	0	4
2302	Microspore embryogenesis in wheat: new marker genes for early, middle and late stages of embryo development	bio_env	0	bio_env	0	1
1776	Practical breast carcinoma cell kinetics: Review and update	medicine	0	medicine	0	3
366	The ethnobiology of the Haitian zombi.	humanities	1	neuroscience	0	4
2082	CD30-positive peripheral T-cell lymphomas share molecular and phenotypic features.	medicine	0	medicine	0	3
2901	Anatomical correlates of dynamic auditory processing: Relationship to literacy during early adolescence	neuroscience	0	neuroscience	0	4
1803	Arterial pulse wave velocity and heart rate.	medicine	0	medicine	0	3
769	Pulling Teeth in Eighteenth-Century Paris.	humanities	1	neuroscience	0	4
194	The Salesman of the Century : Inventing, Marketing, and Selling on TV: How I Did It and How You Can Too!	humanities	1	neuroscience	1	4
1003	Violence-Related Injury and the Price of Beer in England and Wales.	medicine	1	medicine	0	3
2581	Presynaptic Miniature Gabaergic Currents in Developing Interneurons	neuroscience	0	neuroscience	0	4
3388	A Single-Chip Image Sensor Node With Energy Harvesting From a CMOS Pixel Array	exact_eng	0	exact_eng	0	2
3297	Monotonic Reach Control on Polytopes	exact_eng	0	exact_eng	0	2
3117	The psychomodulatory action of subpyrogenic doses of interleukin-1β in conditions of chronic administration to rats	neuroscience	0	neuroscience	0	4
1290	Creativity on tap? Effects of alcohol intoxication on creative cognition.	psychology	1	neuroscience	0	4
1127	Head injuries in nursery rhymes: evidence of a dangerous subtext in children's literature	medicine	1	medicine	0	3
3328	A time-integrated Richardson model	exact_eng	0	exact_eng	0	2
1521	Essay on Messages Found in Bottles	humanities	1	neuroscience	0	4
1324	Doing better by getting worse: posthypnotic amnesia improves random number generation.	mathematics	1	exact_eng	0	2
36	Impact of wet underwear on thermoregulatory responses and thermal comfort in the cold.	medicine	1	medicine	1	3
1987	Coronary revascularization strategies in patients with diabetes and multivessel coronary artery disease: has the final chapter been written?	medicine	0	medicine	0	3
2836	Abnormalities in the establishment of feeling of self-agency in schizophrenia	neuroscience	0	neuroscience	0	4
948	Dangerous Trends in Oboe Playing	psychology	1	neuroscience	0	4
515	The History of Freckles in Art	medicine	1	medicine	0	3
1401	Men without a sense of smell exhibit a strongly reduced number of sexual relationships, women exhibit reduced partnership security - a reanalysis of previously published data.	psychology	1	neuroscience	0	4
602	Human C-tactile afferents are tuned to the temperature of a skin-stroking caress.	medicine	1	medicine	0	3
1828	Nutrition in early life: a global priority	medicine	0	medicine	0	3
1393	Law of Urination: all mammals empty their bladders over the same duration	biology	1	bio_env	0	1
518	Laughing rats are optimistic.	psychology	1	neuroscience	0	4
2051	Low antibiotic resistance of Helicobacter pylori in The Netherlands.	medicine	0	medicine	0	3
1863	Liver Resection for Primary Intrahepatic Stones: Focus on Postoperative Infectious Complications	medicine	0	medicine	0	3
1445	Beautiful Parents Have More Daughters: A Further Implication of the Generalized Trivers-Willard Hypothesis (gTWH).	humanities	1	neuroscience	0	4
2557	Navigating the human hippocampus without a GPS.	neuroscience	0	neuroscience	0	4
1571	Do Dogs Know Calculus?	mathematics	1	exact_eng	0	2
2703	Polyaminergic agents modulate the reconsolidation of conditioned fear	neuroscience	0	neuroscience	0	4
3359	An Oriented-Dependence-Microlens Visual Alignment and Packaging for Lasers Coupling to PMFs	exact_eng	0	exact_eng	0	2
983	The 'Jedward' versus the 'Mohawk': a prospective study on a paediatric distraction technique.	psychology	1	neuroscience	0	4
3280	Design and Realization of an Innovative Workbench for Electric Power Systems Laboratories	exact_eng	0	exact_eng	0	2
2845	Applying a prospective approach to the working-through phase of psychotherapy	neuroscience	0	neuroscience	0	4
2504	Processing speed in the motion-induction effect.	neuroscience	0	neuroscience	0	4
284	Skipping and Hopping of Undergraduates: Recollections of When and Why.	psychology	1	neuroscience	0	4
2237	Book review	medicine	0	medicine	0	3
3325	Modified SUGAR/DS: a new CDMA scheme	exact_eng	0	exact_eng	0	2
963	Why Do Bedouins Wear Black Robes in Hot Deserts?	biology	1	bio_env	0	1
1795	Ethische Probleme bei der Therapie von Kopf-Hals-Tumoren	medicine	0	medicine	0	3
108	Sword Swallowing and Its Side Effects.	medicine	1	medicine	1	3
3217	A Focus Group Study of Predictors of Relapse in Electronic Gaming Machine Problem Gambling, Part 2: Factors that ‘Pull’ the Gambler Away from Relapse	neuroscience	0	neuroscience	0	4
1410	Digital Rectal Examination & Manual Removal of Faeces	cs	1	exact_eng	0	2
353	New Observations on Body Organ Language.	psychology	1	neuroscience	0	4
1788	Fortschritte in der PVR-Chirurgie: Ergebnisse der Silikonölentfernung	medicine	0	medicine	0	3
629	Roaring and Numerical Assessment in Contests Between Groups of Female Lions, Panthera leo.	biology	1	bio_env	0	1
700	Pilgrims sailing the Titanic: plausibility effects on memory for misinformation.	psychology	1	neuroscience	0	4
189	Pink Flamingos: Splendor on the Grass	biology	1	bio_env	1	1
2378	The effect of starch and ineubation temperature in anther culture of potato	bio_env	0	bio_env	0	1
266	Witch nose: an embarassing metaphor for nasal tip dermoid cysts	humanities	1	neuroscience	0	4
3063	Response to Sharma et al	neuroscience	0	neuroscience	0	4
1739	Implementing health policy and systems research in Myanmar	medicine	0	medicine	0	3
206	Temper, temperature, and temptation: heat-related retaliation in baseball	psychology	1	neuroscience	0	4
165	Selection of Biting Sites on Man by Two Malaria Mosquito Species	biology	1	bio_env	1	1
1653	Beer Consumption and the 'Beer Belly': Scientific Basis or Common Belief?	medicine	1	medicine	0	3
535	Here's egg in your eye: a prospective study of blunt ocular trauma resulting from thrown eggs	medicine	1	medicine	0	3
548	Quantifying School Officials	medicine	1	medicine	0	3
2224	Angiogenesis Review Commentary	medicine	0	medicine	0	3
2447	Food partitioning among Malagasy primates	bio_env	0	bio_env	0	1
2812	Perceptual conflict-induced late positive complex in a modified Stroop task	neuroscience	0	neuroscience	0	4
1298	Taking the Biscuit: The Structure of British Meals	psychology	1	neuroscience	0	4
2349	Duplication within and between germplasm collections	bio_env	0	bio_env	0	1
940	Elvis to Eminem: quantifying the price of fame through early mortality of European and North American rock and pop stars.	psychology	1	neuroscience	0	4
906	3-dimensional buttocks response to sitting: a case report.	medicine	1	medicine	0	3
1534	The Organization of Santa: Fetishism Ambivalence and Narcissism	psychology	1	neuroscience	0	4
842	Sunshine and Suicide Incidence	medicine	1	medicine	0	3
1035	The universal efficacy of the generic glazed donut	medicine	1	medicine	0	3
3015	Reply to Dr Nash	neuroscience	0	neuroscience	0	4
2773	Alterations of brain local functional connectivity in amnestic mild cognitive impairment	neuroscience	0	neuroscience	0	4
2	Rules for Biologically Inspired Adaptive Network Design	cs	1	exact_eng	1	2
2256	Use of Microsatellite Locus Flanking Regions for Phylogenetic Analysis? A Preliminary Study of Sebastes subgenera	bio_env	0	bio_env	0	1
3127	The unidirectional prosaccade switch-cost: Correct and error antisaccades differentially influence the planning times for subsequent prosaccades	neuroscience	0	neuroscience	0	4
1848	Low dose dobutamine echocardiography predicts improvement in functional capacity after exercise training in patients with ischemic cardiomyopathy: prognostic implication.	medicine	0	medicine	0	3
617	Biological phenomena within a pyramid model--a preliminary study on wound healing.	medicine	1	medicine	0	3
2273	Hidden Markov models for circular and linear-circular time series	bio_env	0	bio_env	0	1
648	Yes, Virginia, there is a Santa Claus	psychology	1	neuroscience	0	4
2416	Handedness in wild chimpanzees	bio_env	0	bio_env	0	1
1816	Percutaneous coronary intervention: balloons, stents and scaffolds	medicine	0	medicine	0	3
2728	Intracranial EEG power spectra and phase synchrony during consciousness and unconsciousness	neuroscience	0	neuroscience	0	4
2577	Brain correlates of aesthetic judgment of beauty	neuroscience	0	neuroscience	0	4
747	Dental Esthetics and the Golden Proportion.	medicine	1	medicine	0	3
3186	Lateralisation of rotational swimming but not fast escape response in the juvenile sterlet sturgeon, Acipenser ruthenus (Chondrostei: Acipenseridae).	neuroscience	0	neuroscience	0	4
2947	Design of controller on synchronization of memristor-based neural networks with time-varying delays	neuroscience	0	neuroscience	0	4
3034	Effort-based decision-making in schizophrenia	neuroscience	0	neuroscience	0	4
1524	The Relationship between Familial Resemblance and Sexual Attraction: An Update on Westermarck, Freud, and the Incest Taboo	psychology	1	neuroscience	0	4
2532	Calcium Channel Regulation and Presynaptic Plasticity	neuroscience	0	neuroscience	0	4
2927	Opposite effects of binge drinking on consciously vs. subliminally induced cognitive conflicts	neuroscience	0	neuroscience	0	4
1391	Pattern of nipple use by puppies: A comparison of the dingo (Canis dingo) and the domestic dog (Canis familiaris).	biology	1	bio_env	0	1
3224	Generalized weighted rules for principal components tracking	exact_eng	0	exact_eng	0	2
2420	Crustacean plankton in Høylandet	bio_env	0	bio_env	0	1
2234	Author index	medicine	0	medicine	0	3
131	Life Is Too Short to RTFM: How Users Relate to Documentation and Excess Features in Consumer Products	humanities	1	neuroscience	1	4
2985	The relationship between collisions and pseudoneglect: Is it right?	neuroscience	0	neuroscience	0	4
858	Eavesdropping on Happiness: Well-being is Related to Having Less Small Talk and More Substantive Conversations	psychology	1	neuroscience	0	4
2392	Habitat niche specialization in an understory species in a warm temperate forest	bio_env	0	bio_env	0	1
1382	Pulling the finger off disrupts agency, embodiment and peripersonal space.	psychology	1	neuroscience	0	4
2330	Recent advances in the physiology of latex	bio_env	0	bio_env	0	1
2665	Glutamate receptors regulate actin-based plasticity in dendritic spines	neuroscience	0	neuroscience	0	4
3201	<ce:italic>Response</ce:italic>: Meaningless minis?	neuroscience	0	neuroscience	0	4
2043	Underlying pathology in mammary Paget's disease	medicine	0	medicine	0	3
1618	Effect of Frequency on Human Unipedal Hopping.	psychology	1	neuroscience	0	4
2565	Recognising Simple Behaviours Using Time-Delay RBF Networks	neuroscience	0	neuroscience	0	4
1840	Biological Behavior and Prognosis of Encapsulated Papillary Carcinoma of the Thyroid: Experience of a Japanese Hospital for Thyroid Care	medicine	0	medicine	0	3
3195	Anxiety and Decision-Making	neuroscience	0	neuroscience	0	4
2586	A Bayesian model of temporal frequency masking	neuroscience	0	neuroscience	0	4
2597	Rapid object category adaptation during unlabelled classification.	neuroscience	0	neuroscience	0	4
1195	Modifying a Person's Eating and Activity Habits	humanities	1	neuroscience	0	4
300	Distinction Between Heating Rate and Total Heat Absorption in the Microwave-Exposed Mouse.	biology	1	bio_env	0	1
704	The Safety of Pumpkin Carving Tools	medicine	1	medicine	0	3
2419	Penicillium flavido-stipitatum sp. nov.	bio_env	0	bio_env	0	1
2539	Childhood cognitive development as a skill	neuroscience	0	neuroscience	0	4
1725	A simple MR algorithm for estimation of myocardial salvage following acute ST segment elevation myocardial infarction	medicine	0	medicine	0	3
826	Deceptive-like behaviour in dogs (Canis familiaris)	psychology	1	neuroscience	0	4
170	Coordination Modes in the Multisegmental Dynamics of Hula Hooping	physics	1	exact_eng	1	2
1538	Child's Play: A Distorting Factor in Archaeological Distribution	humanities	1	neuroscience	0	4
593	Sex Differences in the Jealousy-Evoking Nature of a Rival's Body Build.	psychology	1	neuroscience	0	4
1497	The Sexual Unification of Germany.	humanities	1	neuroscience	0	4
2694	Optimal inference explains dimension-specific contractions of spatial perception	neuroscience	0	neuroscience	0	4
3289	Packaging Process for Grating-Coupled Silicon Photonic Waveguides Using Angle-Polished Fibers	exact_eng	0	exact_eng	0	2
1235	Note on the Head Form of 435 American Soldiers with Special Reference to Flattening in the Occipital Region	medicine	1	medicine	0	3
3167	Impact of high and low anxiety trait on object habituation and discrimination: Evidence from selected lines of Japanese quail	neuroscience	0	neuroscience	0	4
2981	Cognitive Enhancement and Beyond: Recommendations from the Bioethics Commission	neuroscience	0	neuroscience	0	4
3051	Tracking neuronal dynamics during seizures	neuroscience	0	neuroscience	0	4
1703	Thermal Asymmetry of the Human Scrotum	medicine	1	medicine	1	3
3238	Rigidity and separation indices of Paley graphs	exact_eng	0	exact_eng	0	2
680	Robots, Love, and Sex: The Ethics of Building a Love Machine	cs	1	exact_eng	0	2
3070	Molecules, maps and synapse specificity	neuroscience	0	neuroscience	0	4
2923	Male brain ages faster: the age and gender dependence of subcortical volumes	neuroscience	0	neuroscience	0	4
1371	Can Package Size Accelerate Usage Volume.	economics	1	neuroscience	0	4
1815	Image quality on dual-source computed-tomographic coronary angiography	medicine	0	medicine	0	3
916	The Haunt project: An attempt to build a haunted room by manipulating complex electromagnetic fields and infrasound	psychology	1	neuroscience	0	4
2344	Osteoporosis Prevention—A Worthy and Achievable Strategy	bio_env	0	bio_env	0	1
812	Analysis of Expired Air of Fasting Male Monks at Mount Athos.	chemistry	1	bio_env	0	1
2796	A stimulus-locked vector autoregressive model for slow event-related fMRI designs	neuroscience	0	neuroscience	0	4
1066	Voodoo dentistry.	medicine	1	medicine	0	3
1418	Direct and interactive effects of narcissism and power on overconfidence	psychology	1	neuroscience	0	4
1402	Energy drink use and its relationship to masculinity, jock identity, and fraternity membership among men.	psychology	1	neuroscience	0	4
2081	Announcing the Andy Kaplan Prize and call for nominations	medicine	0	medicine	0	3
428	Long-term trends in human eye blink rate	medicine	1	medicine	0	3
3001	Global stability analysis for delayed complex-valued BAM neural networks	neuroscience	0	neuroscience	0	4
2431	A helicoidal cell wall texture in root hairs ofLimnobium stoloniferum	bio_env	0	bio_env	0	1
2791	Category regions as new geometrical concepts in Fuzzy-ART and Fuzzy-ARTMAP	neuroscience	0	neuroscience	0	4
530	The Peter Principle Revised	economics	1	neuroscience	0	4
2819	Positron emission tomography correlations in and beyond medial temporal lobes.	neuroscience	0	neuroscience	0	4
1694	Why is intelligence correlated with semen quality? Biochemical pathways common to sperm and neuron function and their vulnerability to pleiotropic mutations	psychology	1	neuroscience	0	4
381	A program to help major league baseball players quit using spit tobacco	humanities	1	neuroscience	0	4
2613	Select steroid hormone glucuronide metabolites can cause toll-like receptor 4 activation and enhanced pain	neuroscience	0	neuroscience	0	4
1573	"How Hello Kitty Commodifies the Cute, Cool, and Camp: ""Consumutopia"" Versus ""Control"" in Japan."	humanities	1	neuroscience	0	4
1606	The Ideal Prepuce in Ancient Greece and Rome: Male Genital Aesthetics and Their Relation to Lipodermos, Circumcision, Foreskin Restoration, and the Kynodesme	medicine	1	medicine	0	3
508	Neurobehavioral performance in human volunteers during inhalation exposure to the unpleasant local irritant cyclohexylamine.	medicine	1	medicine	0	3
1861	Ulzerierende Stomatitis als klinischer Hinweis auf eine unerkannte Überdosierung von Methotrexat	medicine	0	medicine	0	3
3039	Rita Levi-Montalcini: In Memoriam	neuroscience	0	neuroscience	0	4
1676	Clitorally Stimulated Orgasms Are Associated With Better Control of Sexual Desire, and Not Associated With Depression or Anxiety, Compared With Vaginally Stimulated Orgasms	psychology	1	neuroscience	0	4
1915	Unruptured sinus of Valsalva aneurysm mimicking as right atrial tumor.	medicine	0	medicine	0	3
1161	Adolescent Gambling on Fruit Machines.	psychology	1	neuroscience	0	4
1330	Do features of Mozart's letter-writing style indicate the presence of a neuropsychiatric disorder? Controversies about the Basle letters	psychology	1	neuroscience	0	4
417	Foot orgasm syndrome: a case report in a woman.	psychology	1	neuroscience	0	4
79	The Possible Pain Experienced during Execution by Different Methods	psychology	1	neuroscience	1	4
3178	Dopamine D<ce:inf loc=post>1</ce:inf> receptor activation of adenylyl cyclase, not phospholipase C, in the nucleus accumbens promotes maternal behavior onset in rats	neuroscience	0	neuroscience	0	4
1967	Serum interferon and clinical manifestations of infection with human T-lymphotropic virus type III	medicine	0	medicine	0	3
1851	The mechanical properties of guidewires. Part I: Stiffness and torsional strength	medicine	0	medicine	0	3
424	The economics of Computer Hacking.	economics	1	neuroscience	0	4
2617	Females are sensitive to unpleasant human emotions regardless of the emotional context of photographs	neuroscience	0	neuroscience	0	4
1014	Randomised controlled trial of whether erotic material is required for semen collection: impact of informed consent on outcome.	medicine	1	medicine	0	3
2636	Music to my brain: could music training be used to improve adolescent brain development?	neuroscience	0	neuroscience	0	4
308	Do women prefer more complex music around ovulation?	psychology	1	neuroscience	0	4
2921	GRASP1 Regulates Synaptic Plasticity and Learning through Endosomal Recycling of AMPA Receptors	neuroscience	0	neuroscience	0	4
313	Example of Potentiation of Genetic Traits Due to Inbreeding: The Habsburg Chin, Burgundian Lip, Spanish Insanity	medicine	1	medicine	0	3
811	Fashions in Shaving and Trimming of the Beard: The Men of the Illustrated London News, 1842-1972	humanities	1	neuroscience	0	4
927	Children and mini-magnets: an almost fatal attraction	medicine	1	medicine	0	3
237	Paranasal sinus fungus ball and surgery: a review of 175 cases.	medicine	1	medicine	0	3
1133	Modality-specific communication enabling gait synchronization during over-ground side-by-side walking.	psychology	1	neuroscience	0	4
363	Want to block earworms from conscious awareness? B(u)y gum!	biology	1	bio_env	0	1
2938	On Weight and Waiting: Delay Discounting in Anorexia Nervosa Pretreatment and Posttreatment	neuroscience	0	neuroscience	0	4
253	Prospective Adventures in Accounting Ideas	economics	1	neuroscience	0	4
664	he central role of the nose in the face and the psyche: review of the nose and the psyche	medicine	1	medicine	0	3
955	Courtship Behaviour of Ostriches Towards Humans Under Farming Conditions in Britain.	biology	1	bio_env	0	1
3072	Development: Sonic boom in oligodendrogenesis	neuroscience	0	neuroscience	0	4
3402	Impact of the Dimension of the Observation Space on the Decision Thresholds for GLRT Detectors in Spectrum Sensing	exact_eng	0	exact_eng	0	2
130	Colonoscopy in the Sitting Position: Lessons Learned From Self-Colonoscopy by Using a Small-Caliber, Variable-Stiffness Colonoscope	medicine	1	medicine	1	3
3338	Repairable-System Models	exact_eng	0	exact_eng	0	2
199	The Babymaker : Fertility Fraud and the Fall of Dr. Cecil Jacobson	medicine	1	medicine	1	3
1376	Effects of a Selective Serotonin Reuptake Inhibitor on Urine Spraying Behavior in Cats	medicine	1	medicine	0	3
1155	Sibling Incest Avoidance: From Westermarck to Wolf	biology	1	bio_env	0	1
670	Honesty at a Motor Vehicle Bureau: An Informal Look	psychology	1	neuroscience	0	4
1522	How the Brain Responds to the Destruction of Money.	psychology	1	neuroscience	0	4
1913	Atrial extracellular matrix remodeling and the maintenance of atrial fibrillation.	medicine	0	medicine	0	3
2205	Porphyrins and Phthalocyanines for Theranostics	medicine	0	medicine	0	3
2732	Detour behavior changes associated with prenatal morphine exposure in 11-day-old chicks	neuroscience	0	neuroscience	0	4
413	The history of the speckled monster	medicine	1	medicine	0	3
1774	Targeted Therapy and Local Control: The Dynamic Duo	medicine	0	medicine	0	3
3326	Delay–Accuracy Tradeoff in Opportunistic Time-of-Arrival Localization	exact_eng	0	exact_eng	0	2
662	Excess of Counterclockwise Scalp Hair-Whorl Rotation in Homosexual Men	cs	1	exact_eng	0	2
